mistranslate, mis-trans-late 
accumulative, ac-cu-mu-la-tive 
accumulatively, ac-cu-mu-la-tive-ly 
accumulativeness, ac-cu-mu-la-tive-ness 
accumulativenesses, ac-cu-mu-la-tive-ness-es 
accumulator, ac-cu-mu-la-tor 
accumulators, ac-cu-mu-la-tors 
accuracies, ac-cu-ra-cies 
accuracy, ac-cu-ra-cy 
accurate, ac-cu-rate 
accurately, ac-cu-rate-ly 
accurateness, ac-cu-rate-ness 
accuratenesses, ac-cu-rate-ness-es 
accursed, ac-cursed 
accursedly, ac-curs-ed-ly 
accursedness, ac-cursed-ness 
accursednesses, ac-cursed-ness-es 
accurst, ac-curst 
accusal, ac-cusal 
accusals, ac-cusal-s 
accusant, ac-cu-san-t 
accusants, ac-cu-sants 
accusation, ac-cu-sa-tion 
accusations, ac-cu-sa-tion-s 
accusative, ac-cusative 
accusatives, ac-cusatives 
accusatory, ac-cusato-ry 
accuse, ac-cuse 
accused, ac-cused 
accuser, ac-cus-er 
accusers, ac-cuser-s 
accuses, ac-cus-es 
accusing, ac-cus-ing 
accusingly, ac-cus-ing-ly 
accustom, ac-cus-tom 
accustomation, ac-cus-tom-a-tion 
accustomations, ac-cus-tom-a-tion-s 
accustomed, ac-cus-tomed 
accustomedness, ac-cus-tomed-ness 
accustomednesses, ac-cus-tomed-ness-es 
accustoming, ac-cus-tom-ing 
accustoms, ac-cus-tom-s 
ace, ace 
aced, aced 
acedia, ace-di-a 
acedias, ace-dias 
aceldama, acel-dama 
aceldamas, acel-damas 
acellular, a-cel-lu-lar 
acentric, a-cen-tric 
acephalous, a-cephalous 
acequia, ace-quia 
acequias, ace-quias 
acerate, ac-er-ate 
acerated, ac-er-at-ed 
acerb, acer-b 
acerbate, acer-bate 
acerbated, acer-bat-ed 
acerbates, acer-bates 
acerbating, acer-bat-ing 
acerber, acer-ber 
acerbest, acerbest 
acerbic, acer-bic 
acerbically, acer-bical-ly 
acerbities, acer-bities 
acerbity, acer-bity 
acerola, acero-la 
acerolas, acero-las 
acerose, acerose 
acerous, acer-ous 
acervate, ac-er-vate 
acervuli, ac-ervuli 
acervulus, ac-ervu-lus 
aces, aces 
acescent, aces-cen-t 
acescents, aces-cents 
aceta, ac-eta 
acetabula, ac-etab-u-la 
acetabular, ac-etab-u-lar 
acetabulum, ac-etab-u-lum 
acetabulums, ac-etab-u-lum-s 
acetal, ac-etal 
acetaldehyde, ac-etalde-hyde 
acetaldehydes, ac-etalde-hy-des 
acetals, ac-etal-s 
acetamid, ac-etamid 
acetamide, ac-etamide 
acetamides, ac-etamides 
acetamids, ac-etamid-s 
acetaminophen, ac-etaminophen 
acetaminophens, ac-etaminophen-s 
acetanilid, ac-etanilid 
acetanilide, ac-etanilide 
acetanilides, ac-etanilides 
acetanilids, ac-etanilid-s 
acetate, ac-etate 
acetated, ac-etat-ed 
acetates, ac-etates 
acetazolamide, ac-eta-zo-lamide 
acetazolamides, ac-eta-zo-lamides 
acetic, acetic 
acetification, aceti-fi-ca-tion 
acetifications, aceti-fi-ca-tion-s 
acetified, aceti-fied 
acetifies, aceti-fies 
acetify, aceti-fy 
acetifying, aceti-fy-ing 
acetin, acetin 
acetins, acetins 
acetone, ace-tone 
acetones, ace-tones 
acetonic, ace-ton-ic 
acetonitrile, ace-toni-trile 
acetonitriles, ace-toni-triles 
acetophenetidin, ace-tophene-tidin 
acetophenetidins, ace-tophene-tidin-s 
acetose, ace-tose 
acetous, ace-tous 
acetoxyl, ace-toxyl 
acetoxyls, ace-toxyl-s 
acetum, ace-tum 
acetyl, acetyl 
acetylate, acety-late 
acetylated, acety-lat-ed 
acetylates, acety-lates 
acetylating, acety-lat-ing 
acetylation, acety-la-tion 
acetylations, acety-la-tion-s 
acetylative, acetyla-tive 
acetylcholine, acetyl-choline 
acetylcholines, acetyl-cholines 
acetylcholinesterase, acetyl-cholinesterase 
acetylcholinesterases, acetyl-cholinesteras-es 
acetylene, acety-lene 
acetylenes, acetylenes 
acetylenic, acetylenic 
acetylic, acetylic 
acetyls, acetyl-s 
acetylsalicylate, acetyl-sal-i-cy-late 
acetylsalicylates, acetyl-sal-i-cy-lates 
achalasia, acha-la-si-a 
achalasias, acha-lasias 
ache, ache 
ached, ached 
achene, ach-ene 
achenes, ach-enes 
achenial, ache-nial 
aches, aches 
achier, achi-er 
achiest, achi-est 
achievable, achiev-able 
achieve, achieve 
achieved, achieved 
achievement, achieve-men-t 
achievements, achieve-ments 
achiever, achiev-er 
achievers, achiev-er-s 
achieves, achieves 
achieving, achiev-ing 
achillea, achil-lea 
achilleas, achil-leas 
achiness, ach-i-ness 
achinesses, ach-i-ness-es 
aching, aching 
achingly, aching-ly 
achiote, a-chiote 
achiotes, a-chiotes 
achlorhydria, achlorhy-dri-a 
achlorhydrias, achlorhy-drias 
achlorhydric, achlorhy-dric 
acholia, a-cho-li-a 
acholias, a-cho-lias 
achondrite, a-chon-drite 
achondrites, a-chon-drites 
achondritic, a-chon-drit-ic 
achondroplasia, a-chon-dropla-si-a 
achondroplasias, a-chon-droplasias 
achondroplastic, a-chon-droplas-tic 
achoo, a-choo 
achromat, achro-mat 
achromatic, achro-mat-ic 
achromatically, achro-mat-i-cal-ly 
achromatism, achro-ma-tism 
achromatisms, achro-ma-tism-s 
achromatize, achro-m-a-tize 
achromatized, achro-m-a-tized 
achromatizes, achro-m-a-tizes 
achromatizing, achro-m-a-tiz-ing 
achromats, achro-mat-s 
achromic, achromic 
achy, achy 
acicula, aci-c-u-la 
aciculae, aci-c-u-lae 
acicular, aci-c-u-lar 
aciculas, aci-c-u-las 
aciculum, aci-cu-lum 
aciculums, aci-cu-lum-s 
acid, acid 
acidemia, acidemi-a 
acidemias, acidemias 
acidhead, acid-head- 
acidheads, acid-head-s 
acidic, acidic 
acidification, acid-i-fi-ca-tion 
acidifications, acid-i-fi-ca-tion-s 
acidified, acid-i-fied 
acidifier, acid-i-fi-er 
acidifiers, acid-i-fier-s 
acidifies, acid-i-fies 
acidify, acid-i-fy 
acidifying, acid-i-fy-ing 
acidimeter, acidime-ter 
acidimeters, acidime-ter-s 
acidimetric, acidi-met-ric 
acidimetries, acidime-tries 
acidimetry, acidime-try 
acidities, acidi-ties 
acidity, acid-i-ty 
acidly, acid-ly 
acidness, acid-ness 
acidnesses, acid-ness-es 
acidophil, aci-dophil 
acidophile, aci-dophile 
acidophiles, aci-dophiles 
acidophilic, aci-dophilic 
acidophils, aci-dophils 
acidoses, aci-dos-es 
acidosis, aci-do-sis 
acidotic, aci-dot-ic 
acids, acid-s 
acidulate, acidu-late 
acidulated, acidu-lat-ed 
acidulates, acidu-lates 
acidulating, acidu-lat-ing 
acidulation, acidu-la-tion 
acidulations, acidu-la-tion-s 
acidulent, acid-u-len-t 
acidulous, acidu-lous 
aciduria, aciduri-a 
acidurias, acidurias 
acidy, acidy 
acierate, acier-ate 
acierated, acier-at-ed 
acierates, acier-ates 
acierating, acier-at-ing 
aciform, aci-for-m 
acinar, aci-nar 
acing, ac-ing 
acini, aci-ni 
acinic, acinic 
acinose, a-ci-nose 
acinous, a-ci-nous 
acinus, ac-i-nus 
ackee, ac-k-ee 
ackees, ac-k-ees 
acknowledge, ac-knowl-edge 
acknowledged, ac-knowl-edged 
acknowledgedly, ac-knowl-edged-ly 
acknowledgement, ac-knowl-edge-men-t 
acknowledgements, ac-knowl-edge-ments 
acknowledges, ac-knowl-edges 
acknowledging, ac-knowl-edg-ing 
acknowledgment, ac-knowl-edg-men-t 
acknowledgments, ac-knowl-edg-ments 
aclinic, a-clin-ic 
acmatic, ac-mat-ic 
acme, acme 
acmes, acmes 
acmic, acmic 
acne, ac-ne 
acned, ac-ned 
acnes, ac-nes 
acnode, ac-n-ode 
acnodes, ac-n-odes 
acock, a-cock- 
acoelomate, a-coelo-mate 
acoelomates, a-coelo-mates 
acold, a-cold 
acolyte, a-colyte 
acolytes, a-colytes 
aconite, a-conite 
aconites, a-conites 
aconitic, a-conitic 
aconitum, a-coni-tum 
aconitums, a-coni-tum-s 
acorn, a-corn 
acorns, a-corn-s 
acoustic, a-cous-tic 
acoustical, a-cous-ti-cal 
acoustically, a-cous-ti-cal-ly 
acoustician, a-cous-ti-cian 
acousticians, a-cous-ti-cian-s 
acoustics, a-cous-tic-s 
acquaint, ac-quain-t 
acquaintance, ac-quain-tance 
acquaintances, ac-quain-tances 
acquaintanceship, ac-quain-tance-ship 
acquaintanceships, ac-quain-tance-ship-s 
acquainted, ac-quaint-ed 
acquainting, ac-quaint-ing 
acquaints, ac-quaints 
acquest, ac-quest 
acquests, ac-quest-s 
acquiesce, ac-qui-esce 
acquiesced, ac-qui-esced 
acquiescence, ac-qui-es-cence 
acquiescences, ac-qui-es-cences 
acquiescent, ac-qui-es-cen-t 
acquiescently, ac-qui-es-cent-ly 
acquiesces, ac-qui-esces 
acquiescing, ac-qui-esc-ing 
acquirable, ac-quirable 
acquire, ac-quire 
acquired, ac-quired 
acquirement, ac-quire-men-t 
acquirements, ac-quire-ments 
acquirer, ac-quir-er 
acquirers, ac-quir-ers 
acquires, ac-quires 
acquiring, ac-quir-ing 
acquisition, ac-qui-si-tion 
acquisitional, ac-qui-si-tion-al 
acquisitions, ac-qui-si-tion-s 
acquisitive, ac-quis-i-tive 
acquisitively, ac-quis-i-tive-ly 
acquisitiveness, ac-quis-i-tive-ness 
acquisitivenesses, ac-quis-i-tive-ness-es 
acquisitor, ac-quisi-tor 
acquisitors, ac-quisi-tors 
acquit, ac-quit 
acquits, ac-quit-s 
acquittal, ac-quit-tal 
acquittals, ac-quit-tal-s 
acquittance, ac-quit-tance 
acquittances, ac-quit-tances 
acquitted, ac-quit-ted 
acquitter, ac-quit-ter 
acquitters, ac-quit-ter-s 
acquitting, ac-quit-ting 
acrasia, acra-si-a 
acrasias, acrasias 
acrasin, acrasin 
acrasins, acrasin-s 
acre, acre 
acreage, acreage 
acreages, acreages 
acred, a-cred 
acres, acres 
acrid, acrid 
acrider, acrid-er 
acridest, acridest 
acridine, acri-dine 
acridines, acridines 
acridities, acridi-ties 
acridity, acrid-i-ty 
acridly, acrid-ly 
acridness, acrid-ness 
acridnesses, acrid-ness-es 
acriflavine, acri-flavine 
acriflavines, acri-flavines 
acrimonies, ac-ri-monies 
acrimonious, ac-ri-mo-nious 
acrimoniously, ac-ri-mo-nious-ly 
acrimoniousness, ac-ri-mo-nious-ness 
acrimoniousnesses, ac-ri-mo-nious-ness-es 
acrimony, ac-ri-mo-ny 
acritarch, acritarch 
acritarchs, acritarch-s 
acrobat, ac-ro-bat 
acrobatic, ac-ro-bat-ic 
acrobatically, ac-ro-bat-i-cal-ly 
acrobatics, ac-ro-bat-ic-s 
acrobats, ac-ro-bat-s 
acrocentric, acro-cen-tric 
acrocentrics, acro-centric-s 
acrodont, acrodon-t 
acrodonts, acrodonts 
acrogen, acro-gen 
acrogens, acro-gen-s 
acrolect, acrolec-t 
acrolects, acrolect-s 
acrolein, acrolein 
acroleins, acrolein-s 
acrolith, acrolith 
acroliths, acrolith-s 
acromegalic, acrome-gal-ic 
acromegalics, acrome-gal-ic-s 
acromegalies, acrome-galies 
acromegaly, acromegaly 
acromia, acro-mi-a 
acromial, acro-mi-al 
acromion, acromion 
acromions, acromion-s 
acronic, acron-ic 
acronym, acronym 
acronymic, acronymic 
acronymically, acronymi-cal-ly 
acronyms, acronyms 
acropetal, acropetal 
acropetally, acropetal-ly 
acrophobe, acro-phobe 
acrophobes, acro-phobes 
acrophobia, acro-pho-bi-a 
acrophobias, acro-pho-bias 
acropolis, acrop-o-lis 
acropolises, acrop-olis-es 
acrosomal, acro-so-ma-l 
acrosome, acro-some 
acrosomes, acro-somes 
across, across 
acrostic, acros-tic 
acrostical, acros-ti-cal 
acrostically, acros-ti-cal-ly 
acrostics, acros-tic-s 
acrotic, acrot-ic 
acrotism, acro-tism 
acrotisms, acro-tism-s 
acrylamide, acry-lamide 
acrylamides, acry-lamides 
acrylate, acry-late 
acrylates, acry-lates 
acrylic, acrylic 
acrylics, acrylic-s 
acrylonitrile, acry-loni-trile 
acrylonitriles, acry-loni-triles 
act, ac-t 
acta, ac-ta 
actabilities, actabil-i-ties 
actability, actabil-i-ty 
actable, actable 
acted, act-ed 
actin, actin 
actinal, acti-nal 
acting, act-ing 
actings, act-ings 
actinia, ac-tini-a 
actiniae, ac-tini-ae 
actinian, ac-tini-an 
actinians, ac-tini-an-s 
actinias, ac-tinias 
actinic, ac-tinic 
actinically, ac-tini-cal-ly 
actinide, ac-tinide 
actinides, ac-tinides 
actinism, ac-tin-is-m 
actinisms, ac-tinism-s 
actinium, ac-tini-um 
actiniums, ac-tini-um-s 
actinoid, acti-noid 
actinoids, acti-noid-s 
actinolite, acti-no-lite 
actinolites, acti-no-lites 
actinometer, acti-nome-ter 
actinometers, acti-nome-ter-s 
actinometric, acti-no-met-ric 
actinometries, acti-nome-tries 
actinometry, acti-nom-e-try 
actinomorphic, acti-nomor-phic 
actinomorphies, acti-nomor-phies 
actinomorphy, acti-nomor-phy 
actinomyces, acti-no-myces 
actinomycete, acti-no-mycete 
actinomycetes, acti-no-mycetes 
actinomycetous, acti-no-myce-tous 
actinomycin, acti-no-mycin 
actinomycins, acti-no-mycin-s 
actinomycoses, acti-no-my-coses 
actinomycosis, acti-no-my-co-sis 
actinomycotic, acti-no-my-cotic 
actinon, acti-non 
actinons, acti-non-s 
actins, actin-s 
action, ac-tion 
actionable, ac-tion-able 
actionably, ac-tion-ably 
actionless, ac-tion-less 
actions, ac-tion-s 
activate, ac-ti-vate 
activated, ac-ti-vat-ed 
activates, ac-ti-vates 
activating, ac-ti-vat-ing 
activation, ac-ti-va-tion 
activations, ac-ti-va-tion-s 
activator, ac-ti-va-tor 
activators, ac-ti-va-tors 
active, ac-tive 
actively, ac-tive-ly 
activeness, ac-tive-ness 
activenesses, ac-tive-ness-es 
actives, ac-tives 
activism, ac-tivis-m 
activisms, ac-tivism-s 
activist, ac-tivist 
activistic, ac-tivis-tic 
activists, ac-tivist-s 
activities, ac-tiv-i-ties 
activity, ac-tiv-i-ty 
activize, ac-tivize 
activized, ac-tivized 
activizes, ac-tivizes 
activizing, ac-tiviz-ing 
actomyosin, ac-to-myosin 
actomyosins, ac-to-myosin-s 
actor, ac-tor 
actorish, ac-tor-ish 
actors, ac-tors 
actress, ac-tress 
actresses, ac-tress-es 
actressy, ac-tressy 
acts, act-s 
actual, ac-tu-al 
actualities, ac-tu-al-i-ties 
actuality, ac-tu-al-i-ty 
actualization, ac-tu-al-iza-tion 
actualizations, ac-tu-al-iza-tion-s 
actualize, ac-tu-al-ize 
actualized, ac-tu-al-ized 
actualizes, ac-tu-al-izes 
actualizing, ac-tu-al-iz-ing 
actually, ac-tu-al-ly 
actuarial, ac-tu-ar-i-al 
actuarially, ac-tu-ar-i-al-ly 
actuaries, ac-tu-ar-ies 
actuary, ac-tu-ary 
actuate, ac-tu-ate 
actuated, ac-tu-at-ed 
actuates, ac-tu-ates 
actuating, ac-tu-at-ing 
actuation, ac-tu-a-tion 
actuations, ac-tu-a-tion-s 
actuator, ac-tu-a-tor 
actuators, ac-tu-a-tors 
acuate, acu-ate 
acuities, acuities 
acuity, acu-ity 
aculeate, ac-uleate 
aculei, ac-ulei 
aculeus, ac-uleus 
acumen, acu-men 
acumens, acu-men-s 
acuminate, acumi-nate 
acupressure, acu-pres-sure 
acupressures, acu-pres-sures 
acupuncture, acupunc-ture 
acupunctures, acupunc-tures 
acupuncturist, acupunc-tur-ist 
acupuncturists, acupunc-tur-ist-s 
acutance, a-cu-tance 
acutances, a-cu-tances 
acute, a-cute 
acutely, a-cute-ly 
acuteness, a-cute-ness 
acutenesses, a-cute-ness-es 
acuter, a-cuter 
acutes, a-cutes 
acutest, a-cutest 
acyclic, a-cyclic 
acyclovir, a-cy-clovir 
acyclovirs, a-cy-clovirs 
acyl, a-cyl 
acylate, a-cy-late 
acylated, a-cy-lat-ed 
acylates, a-cy-lates 
acylating, a-cy-lat-ing 
acylation, a-cy-la-tion 
acylations, a-cy-la-tion-s 
acyloin, a-cy-loin 
acyloins, a-cy-loin-s 
acyls, a-cyl-s 
ad, ad 
adage, adage 
adages, adages 
adagial, ada-gial 
adagio, ada-gio 
adagios, ada-gios 
adamance, adamance 
adamances, adamances 
adamancies, adaman-cies 
adamancy, adaman-cy 
adamant, adaman-t 
adamantine, adaman-tine 
adamantly, adamant-ly 
adamants, adamants 
adamsite, adam-site 
adamsites, adam-sites 
adapt, adap-t 
adaptabilities, adapt-abil-i-ties 
adaptability, adapt-abil-i-ty 
adaptable, adapt-able 
adaptation, adap-ta-tion 
adaptational, adap-ta-tion-al 
adaptationally, adap-ta-tion-al-ly 
adaptations, adap-ta-tion-s 
adapted, adapt-ed 
adaptedness, adapt-ed-ness 
adaptednesses, adapt-ed-ness-es 
adapter, adapter 
adapters, adapter-s 
adapting, adapt-ing 
adaption, adap-tion 
adaptions, adap-tion-s 
adaptive, adap-tive 
adaptively, adap-tive-ly 
adaptiveness, adap-tive-ness 
adaptivenesses, adap-tive-ness-es 
adaptivities, adap-tiv-i-ties 
adaptivity, adap-tiv-i-ty 
adaptor, adap-tor 
adaptors, adap-tors 
adapts, adapt-s 
adaxial, adax-i-al 
add, ad-d 
addable, addable 
addax, ad-dax 
addaxes, ad-dax-es 
added, added 
addedly, added-ly 
addend, ad-dend 
addenda, ad-den-da 
addends, ad-dend-s 
addendum, ad-den-dum 
adder, adder 
adders, adder-s 
addible, ad-di-ble 
addict, ad-dic-t 
addicted, ad-dict-ed 
addicting, ad-dict-ing 
addiction, ad-dic-tion 
addictions, ad-dic-tion-s 
addictive, ad-dic-tive 
addicts, ad-dict-s 
adding, adding 
addition, ad-di-tion 
additional, ad-di-tion-al 
additionally, ad-di-tion-al-ly 
additions, ad-di-tion-s 
additive, ad-di-tive 
additively, ad-di-tive-ly 
additives, ad-di-tives 
additivities, ad-di-tiv-ities 
additivity, ad-di-tiv-i-ty 
additory, ad-di-to-ry 
addle, ad-dle 
addled, ad-dled 
addlepated, ad-dlepat-ed 
addles, ad-dles 
addling, ad-dling 
address, ad-dress 
addressabilities, ad-dress-abil-i-ties 
addressability, ad-dress-abil-i-ty 
addressable, ad-dress-able 
addressed, ad-dressed 
addressee, ad-dressee 
addressees, ad-dressees 
addresser, ad-dress-er 
addressers, ad-dresser-s 
addresses, ad-dress-es 
addressing, ad-dress-ing 
addrest, ad-drest 
adds, adds 
adduce, ad-duce 
adduced, ad-duced 
adducent, ad-du-cen-t 
adducer, ad-duc-er 
adducers, ad-duc-er-s 
adduces, ad-duces 
adducing, ad-duc-ing 
adduct, adduc-t 
adducted, ad-duct-ed 
adducting, ad-duct-ing 
adduction, ad-duc-tion 
adductions, ad-duc-tion-s 
adductive, ad-duc-tive 
adductor, ad-duc-tor 
adductors, ad-duc-tors 
adducts, adduct-s 
adeem, adeem 
adeemed, adeemed 
adeeming, adeem-ing 
adeems, adeem-s 
adenine, ade-nine 
adenines, adenines 
adenitis, adeni-tis 
adenitises, adeni-tis-es 
adenocarcinoma, ade-no-car-ci-no-ma 
adenocarcinomas, ade-no-car-ci-no-mas 
adenocarcinomata, ade-no-car-ci-no-ma-ta 
adenocarcinomatous, ade-no-car-ci-no-ma-tous 
adenohypophyseal, ade-no-hy-pophy-seal 
adenohypophyses, ade-no-hy-pophy-ses 
adenohypophysial, ade-no-hy-pophysial 
adenohypophysis, ade-no-hy-poph-ysis 
adenoid, ade-noid 
adenoidal, ade-noidal 
adenoids, ade-noid-s 
adenoma, ade-no-ma 
adenomas, ade-no-mas 
adenomata, ade-no-ma-ta 
adenomatous, ade-no-ma-tous 
adenoses, adenoses 
adenosine, adeno-sine 
adenosines, adenosines 
adenosis, adeno-sis 
adenoviral, ade-n-ovi-ral 
adenovirus, ade-n-ovirus 
adenoviruses, ade-n-ovirus-es 
adenyl, adenyl 
adenyls, adenyl-s 
adept, adep-t 
adepter, adepter 
adeptest, adeptest 
adeptly, adept-ly 
adeptness, adept-ness 
adeptnesses, adept-ness-es 
adepts, adept-s 
adequacies, ad-e-qua-cies 
adequacy, ad-e-qua-cy 
adequate, ad-e-quate 
adequately, ad-e-quate-ly 
adequateness, ad-e-quate-ness 
adequatenesses, ad-e-quate-ness-es 
adhere, ad-here 
adhered, ad-hered 
adherence, ad-her-ence 
adherences, ad-her-ences 
adherend, ad-herend 
adherends, ad-herend-s 
adherent, ad-her-en-t 
adherently, ad-her-ent-ly 
adherents, ad-her-ents 
adherer, ad-her-er 
adherers, ad-her-ers 
adheres, ad-heres 
adhering, ad-her-ing 
adhesion, ad-he-sion 
adhesional, ad-he-sion-al 
adhesions, ad-he-sion-s 
adhesive, ad-he-sive 
adhesively, ad-he-sive-ly 
adhesiveness, ad-he-sive-ness 
adhesivenesses, ad-he-sive-ness-es 
adhesives, ad-he-sives 
adhibit, ad-hib-it 
adhibited, ad-hib-it-ed 
adhibiting, ad-hibit-ing 
adhibits, ad-hibit-s 
adiabatic, a-di-a-bat-ic 
adiabatically, a-di-a-bat-i-cal-ly 
adieu, adieu 
adieus, adieus 
adieux, adieux 
adios, a-dios 
adipic, adipic 
adipocyte, adipocyte 
adipocytes, adipocytes 
adipose, adi-pose 
adiposes, adi-pos-es 
adiposis, adi-po-sis 
adiposities, adi-posi-ties 
adiposity, adi-pos-i-ty 
adipous, adipous 
adit, a-dit 
adits, a-dit-s 
adjacencies, ad-ja-cen-cies 
adjacency, ad-ja-cen-cy 
adjacent, ad-ja-cen-t 
adjacently, ad-ja-cent-ly 
adjectival, ad-jec-ti-val 
adjectivally, ad-jec-ti-val-ly 
adjective, ad-jec-tive 
adjectively, ad-jec-tive-ly 
adjectives, ad-jec-tives 
adjoin, ad-join 
adjoined, ad-joined 
adjoining, ad-join-ing 
adjoins, ad-join-s 
adjoint, ad-join-t 
adjoints, ad-joints 
adjourn, ad-journ 
adjourned, ad-journed 
adjourning, ad-journ-ing 
adjournment, ad-journ-men-t 
adjournments, ad-journ-ments 
adjourns, ad-journ-s 
adjudge, ad-judge 
adjudged, ad-judged 
adjudges, ad-judges 
adjudging, ad-judg-ing 
adjudicate, ad-ju-di-cate 
adjudicated, ad-ju-di-cat-ed 
adjudicates, ad-ju-di-cates 
adjudicating, ad-ju-di-cat-ing 
adjudication, ad-ju-di-ca-tion 
adjudications, ad-ju-di-ca-tion-s 
adjudicative, ad-ju-dica-tive 
adjudicator, ad-ju-di-ca-tor 
adjudicators, ad-ju-di-ca-tors 
adjudicatory, ad-ju-di-ca-to-ry 
adjunct, ad-junc-t 
adjunction, ad-junc-tion 
adjunctions, ad-junc-tion-s 
adjunctive, ad-junc-tive 
adjunctly, ad-junct-ly 
adjuncts, ad-junct-s 
adjuration, ad-ju-ra-tion 
adjurations, ad-ju-ra-tions 
adjuratory, ad-ju-ra-to-ry 
adjure, ad-jure 
adjured, ad-jured 
adjurer, ad-jur-er 
adjurers, ad-jur-ers 
adjures, ad-jures 
adjuring, ad-jur-ing 
adjuror, ad-juror 
adjurors, ad-jurors 
adjust, ad-just 
adjustabilities, ad-justa-bil-i-ties 
adjustability, ad-justa-bil-i-ty 
adjustable, ad-justable 
adjusted, ad-just-ed 
adjuster, ad-juster 
adjusters, ad-juster-s 
adjusting, ad-just-ing 
adjustive, ad-jus-tive 
adjustment, ad-just-men-t 
adjustmental, ad-just-men-tal 
adjustments, ad-just-ments 
adjustor, ad-jus-tor 
adjustors, ad-jus-tors 
adjusts, ad-just-s 
adjutancies, ad-ju-tan-cies 
adjutancy, ad-ju-tan-cy 
adjutant, ad-ju-tan-t 
adjutants, ad-ju-tants 
adjuvant, ad-ju-van-t 
adjuvants, ad-ju-vants 
adman, ad-man 
admass, ad-mass 
admeasure, ad-mea-sure 
admeasured, ad-mea-sured 
admeasurement, ad-mea-sure-men-t 
admeasurements, ad-mea-sure-ments 
admeasures, ad-mea-sures 
admeasuring, ad-mea-sur-ing 
admen, ad-men 
administer, ad-min-is-ter 
administered, ad-min-is-tered 
administering, ad-min-is-ter-ing 
administers, ad-min-is-ter-s 
administrable, ad-min-is-tra-ble 
administrant, ad-min-is-tran-t 
administrants, ad-min-is-trants 
administrate, ad-min-is-trate 
administrated, ad-min-is-trat-ed 
administrates, ad-min-is-trates 
administrating, ad-min-is-trat-ing 
administration, ad-min-is-tra-tion 
administrations, ad-min-is-tra-tions 
administrative, ad-min-is-tra-tive 
administratively, ad-min-is-tra-tive-ly 
administrator, ad-min-is-tra-tor 
administrators, ad-min-is-tra-tors 
administratrices, ad-min-is-tra-tri-ces 
administratrix, ad-min-is-tra-trix 
admirabilities, ad-mirabil-i-ties 
admirability, ad-mirabil-i-ty 
admirable, ad-mirable 
admirableness, ad-mirable-ness 
admirablenesses, ad-mirable-ness-es 
admirably, ad-mirably 
admiral, ad-mi-ral 
admirals, ad-mi-ral-s 
admiralties, ad-mi-ral-ties 
admiralty, ad-mi-ral-ty 
admiration, ad-mi-ra-tion 
admirations, ad-mi-ra-tions 
admire, ad-mire 
admired, ad-mired 
admirer, ad-mir-er 
admirers, ad-mir-ers 
admires, ad-mires 
admiring, ad-mir-ing 
